CaseSize,Recommended,Governoratename,long,lat
4,Yes,Mafraq,36.0966,32.3220
6,No,Irbid,35.7718,32.5270
3,Yes,Mafraq,36.2062,32.3289
1,Yes,Amman,35.9676,31.9038
2,Yes,Amman,35.9537,31.7010
2,Yes,Amman,35.9734,31.9614
7,Yes,Zarqa,36.0179,32.0095
6,Yes,Amman,35.9812,31.9855
3,No,Amman,35.9649,31.9601
5,No,Balqa,35.8292,32.0641
2,No,Irbid,35.8361,32.5531
1,Yes,Irbid,35.8511,32.5419
6,Yes,Mafraq,36.0879,32.4992
6,No,Irbid,36.0060,32.5450
3,Yes,Mafraq,36.1970,32.3481
2,,Irbid,35.9024,32.4730
1,No,Irbid,35.8503,32.5395
7,Yes,Irbid,36.0115,32.5555
7,No,Balqa,35.8359,32.0585
3,Yes,Zarqa,36.0444,32.0304
6,Yes,Irbid,36.0202,32.5682
6,Yes,Irbid,36.0329,32.5760
3,Yes,Irbid,36.0113,32.5517
4,Yes,Irbid,36.0076,32.5564
5,Yes,Amman,35.9460,31.9467
2,Yes,Amman,35.9502,31.9502
8,Yes,Ajlun,35.6007,32.2738
1,Yes,Karak,35.6988,31.0735
1,Yes,Karak,35.6988,31.0735
5,No,Irbid,35.9389,32.6096
1,Yes,Karak,35.6997,31.0846
1,Yes,Mafraq,36.3212,32.3122
6,Yes,Zarqa,36.0430,32.0292
3,Yes,Irbid,36.0239,32.5825
2,,Amman,35.8372,31.9573
1,No,Balqa,35.8353,32.1632
5,Yes,Irbid,35.8312,32.5659
4,Yes,Amman,35.8396,32.0245
5,No,Irbid,35.8503,32.5623
1,Yes,Mafraq,36.2174,32.3111
1,Yes,Mafraq,36.2174,32.3111
1,Yes,Mafraq,36.2174,32.3111
2,Yes,Mafraq,36.2174,32.3111
2,Yes,Irbid,36.0082,32.5539
6,Yes,Irbid,35.8899,32.5057
1,No,Irbid,35.8402,32.5480
6,No,Irbid,35.8484,32.5536
1,No,Balqa,35.8363,32.0488
1,Yes,Amman,35.9955,31.9576
10,Yes,Mafraq,36.6273,32.2721
8,Yes,Balqa,35.5952,32.1518
1,Yes,Zarqa,36.2501,32.1121
5,No,Irbid,35.5917,32.2933
2,Yes,Mafraq,36.2110,32.2310
5,No,Amman,35.8138,31.8696
3,Yes,Irbid,36.0141,32.5623
8,No,Mafraq,36.1429,32.2246
6,Yes,Amman,35.9564,31.9641
1,Yes,Zarqa,36.0778,32.0829
3,Yes,Mafraq,36.1998,32.3530
4,Yes,Irbid,35.7934,32.6000
1,Yes,Irbid,35.8414,32.5485
3,Yes,Zarqa,36.0697,32.0585
6,Yes,Amman,35.9564,31.9650
4,Yes,Irbid,35.8464,32.5548
1,Yes,Amman,35.9192,31.9475
2,No,Irbid,36.0072,32.5636
2,Yes,Amman,35.9192,31.9475
3,Yes,Irbid,35.8354,32.6737
1,Yes,Irbid,35.8492,32.5412
1,Yes,Mafraq,36.2092,32.3396
2,Yes,Amman,35.9068,31.9287
4,Yes,Amman,35.9049,31.9300
5,Yes,Karak,35.6951,31.0964
5,Yes,Irbid,35.8475,32.5636
8,Yes,Mafraq,36.4140,32.2790
2,Yes,Irbid,35.6775,32.6149
6,Yes,Irbid,36.0215,32.5594
6,,Mafraq,36.1832,32.5158
7,Yes,Amman,35.8627,32.0270
7,No,Irbid,35.8329,32.5405
1,No,Irbid,35.8329,32.5405
1,,Irbid,35.8329,32.5405
1,Yes,Amman,35.9624,31.9560
10,Yes,Amman,35.9920,31.9888
3,Yes,Zarqa,35.9208,32.1636
6,Yes,Amman,35.9074,31.9307
2,Yes,Ajlun,35.8020,32.3609
2,Yes,Irbid,36.0174,32.5685
7,Yes,Amman,35.8916,31.9187
3,No,Amman,35.8781,31.8825
3,No,Amman,35.8910,31.9850
7,Yes,Karak,35.7203,31.0293
4,Yes,Irbid,35.8584,32.5680
3,Yes,Zarqa,36.0794,32.0532
8,Yes,Amman,35.9357,31.9363
7,No,Aqaba,35.0131,29.5519
3,Yes,Zarqa,36.0797,32.0539
1,Yes,Amman,35.9031,31.9221
4,Yes,Irbid,36.0030,32.5639
2,Yes,Irbid,35.8455,32.5591
6,Yes,Amman,36.0412,31.8910
1,Yes,Amman,35.9759,31.9546
4,Yes,Irbid,35.8422,32.5487
8,Yes,Karak,36.0063,31.0880
6,Yes,Irbid,36.0113,32.5623
4,Yes,Amman,35.9142,31.8913
4,Yes,Irbid,36.0093,32.5625
2,Yes,Amman,35.9779,31.9609
2,Yes,Amman,35.9811,31.9872
1,Yes,Irbid,35.9937,32.6408
4,No,Amman,35.9810,31.9864
4,Yes,Maan,35.7298,30.1961
1,Yes,Maan,35.7298,30.1961
4,Yes,Maan,35.7349,30.2002
6,Yes,Maan,35.4742,30.3208
4,Yes,Amman,35.9249,31.9644
2,Yes,Maan,35.7269,30.1912
2,Yes,Madaba,35.8032,31.7182
4,No,Irbid,35.9389,32.6096
1,Yes,Irbid,35.9389,32.6096
4,Yes,Irbid,35.8350,32.5481
4,Yes,Irbid,35.7460,32.5589
1,No,Irbid,35.9389,32.6096
2,Yes,Irbid,35.8476,32.5487
1,No,Madaba,35.8105,31.7239
4,No,Irbid,35.8190,32.5712
4,Yes,Mafraq,36.2099,32.3439
5,No,Irbid,35.8878,32.5859
6,Yes,Mafraq,36.0908,32.2352
3,Yes,Zarqa,36.0783,32.0763
1,Yes,Irbid,35.8315,32.5352
2,Yes,Mafraq,36.3262,32.1863
4,Yes,Irbid,36.0174,32.5695
1,No,Mafraq,36.2852,32.2103
4,Yes,Mafraq,36.4330,32.3006
4,Yes,Amman,35.9578,31.9141
4,No,Irbid,35.8329,32.5405
4,No,Irbid,35.8501,32.5570
6,Yes,Mafraq,36.0538,32.3457
1,Yes,Mafraq,36.2000,32.3411
3,No,Irbid,35.8680,32.5728
2,Yes,Amman,35.9321,31.9833
5,Yes,Zarqa,36.1076,32.0878
3,No,Irbid,35.6765,32.6028
2,Yes,Amman,35.9321,31.9833
1,No,Amman,35.9582,31.9713
1,,Amman,35.9583,31.9715
6,Yes,Karak,35.6971,31.0744
1,Yes,Amman,35.9583,31.9715
1,Yes,Madaba,35.7881,31.7342
1,Yes,Amman,35.9329,31.9327
3,No,Irbid,35.9094,32.5100
6,Yes,Balqa,35.7450,32.0808
3,No,Irbid,35.8410,32.5415
1,Yes,Irbid,35.8477,32.5320
3,No,Amman,35.9709,31.9341
2,Yes,Balqa,35.8217,32.0530
1,Yes,Amman,35.9252,31.9801
1,Yes,Mafraq,36.2136,32.3289
5,Yes,Zarqa,36.0829,32.0672
6,Yes,Zarqa,36.0367,32.0275
1,Yes,Amman,35.9259,31.9683
4,Yes,Amman,35.9537,31.7009
1,,Amman,35.8496,32.0254
8,Yes,Mafraq,36.3167,32.3013
7,Yes,Irbid,35.9076,32.5288
9,Yes,Mafraq,36.3131,32.3200
5,No,Irbid,35.8308,32.5408
3,No,Amman,35.9579,31.9572
1,Yes,Zarqa,36.0697,32.0247
1,Yes,Amman,35.9336,31.9440
1,Yes,Amman,35.9371,31.9442
4,Yes,Amman,35.8588,31.9732
2,Yes,Amman,35.9327,31.9167
4,Yes,Balqa,35.7336,32.0357
2,Yes,Irbid,35.9716,32.6397
5,No,Irbid,35.8401,32.5552
6,No,Irbid,35.8569,32.5702
2,No,Irbid,35.8543,32.5327
1,No,Irbid,35.8531,32.5895
2,Yes,Mafraq,36.2082,32.3450
2,No,Irbid,35.9908,32.6408
1,Yes,Mafraq,36.2122,32.3469
4,Yes,Irbid,36.0115,32.5605
6,Yes,Zarqa,36.0246,32.0282
5,Yes,Irbid,35.8539,32.5223
1,Yes,Irbid,36.0067,32.5620
4,Yes,Irbid,35.7074,32.5885
1,Yes,Zarqa,36.0300,32.0292
4,Yes,Mafraq,36.1546,32.4410
7,Yes,Irbid,36.0107,32.5566
8,Yes,Mafraq,36.4628,32.3691
1,Yes,Irbid,35.8966,32.5581
5,Yes,Irbid,35.8281,32.5709
1,Yes,Irbid,35.8846,32.4995
1,Yes,Irbid,35.8846,32.4995
1,No,Irbid,35.9907,32.6391
3,No,Irbid,35.9907,32.6421
1,Yes,Ajlun,35.7501,32.3307
4,Yes,Irbid,35.8490,32.5369
4,No,Irbid,35.9907,32.6419
2,No,Irbid,35.9907,32.6420
1,No,Irbid,35.9907,32.6420
2,Yes,Zarqa,36.0707,32.0614
3,Yes,Zarqa,36.0873,32.0872
1,Yes,Amman,35.9915,31.9263
1,Yes,Zarqa,36.0930,32.0659
7,Yes,Amman,35.9264,31.9830
1,Yes,Zarqa,36.0930,32.0659
5,Yes,Irbid,36.0022,32.5301
7,Yes,Irbid,36.0122,32.5546
3,Yes,Zarqa,36.0917,32.0651
2,Yes,Zarqa,36.0808,32.0638
2,No,Irbid,35.8199,32.5663
7,No,Amman,35.9348,31.9635
4,Yes,Amman,35.9233,31.9860
2,Yes,Mafraq,36.2975,32.3105
4,Yes,Karak,35.6987,31.0637
6,Yes,Irbid,35.8575,32.5487
1,Yes,Zarqa,36.0197,32.0291
6,Yes,Irbid,35.7244,32.5179
3,Yes,Irbid,35.6942,32.4217
5,Yes,Mafraq,36.2158,32.3490
5,Yes,Irbid,35.7861,32.6510
1,Yes,Mafraq,36.2158,32.3490
3,Yes,Irbid,35.8412,32.5442
3,No,Ajlun,35.7601,32.3852
1,No,Amman,35.9472,31.9145
1,Yes,Maan,35.7298,30.1961
1,No,Amman,35.9324,32.0026
4,Yes,Irbid,35.9395,32.5392
3,Yes,Irbid,35.8483,32.5412
1,No,Irbid,35.8296,32.6632
1,No,Maan,35.7163,30.2173
1,,Maan,35.7163,30.2173
1,Yes,Irbid,36.0106,32.5577
6,No,Irbid,36.0064,32.5572
1,No,Irbid,36.0125,32.5594
1,No,Irbid,36.0125,32.5594
4,Yes,Amman,35.9739,31.9595
6,Yes,Amman,35.9362,31.9386
1,Yes,Zarqa,36.0939,32.0716
5,Yes,Zarqa,36.0266,32.0000
5,Yes,Irbid,35.7935,32.7197
1,Yes,Irbid,36.0126,32.5502
8,Yes,Irbid,35.8417,32.5382
7,Yes,Karak,36.0345,31.2373
5,No,Zarqa,36.0813,32.0710
3,Yes,Balqa,35.8301,32.0579
,Yes,Karak,35.6941,31.0591
1,Yes,Irbid,35.8495,32.5327
3,Yes,Irbid,35.8652,32.5351
6,Yes,Zarqa,36.0957,32.0979
5,Yes,Amman,35.9652,31.9660
3,Yes,Mafraq,36.7051,32.1551
3,Yes,Zarqa,36.0926,32.0874
1,Yes,Irbid,35.8650,32.6360
3,No,Zarqa,36.0814,32.0686
2,Yes,Zarqa,36.1025,32.0786
1,Yes,Mafraq,36.1863,32.3269
5,Yes,Mafraq,36.2065,32.3428
1,No,Amman,35.9326,31.9075
3,,Irbid,36.0064,32.5520
1,Yes,Irbid,35.8576,32.5712
3,No,Irbid,35.8631,32.5712
7,Yes,Mafraq,36.7051,32.1551
2,Yes,Amman,35.8778,32.0489
3,Yes,Amman,35.9802,31.9528
1,Yes,Amman,35.9251,31.9817
1,Yes,Amman,35.9230,31.9722
1,Yes,Amman,35.9274,31.9707
6,No,Balqa,35.7496,31.9524
7,Yes,Irbid,35.9483,32.4137
5,No,Amman,35.8446,32.0254
2,No,Irbid,35.8672,32.5424
6,No,Amman,35.8908,31.9954
5,Yes,Irbid,35.8310,32.5539
1,Yes,Mafraq,36.2072,32.3114
1,Yes,Mafraq,36.2134,32.3482
1,Yes,Mafraq,36.2069,32.3113
5,Yes,Mafraq,36.2069,32.3113
1,Yes,Mafraq,36.2068,32.3368
1,Yes,Mafraq,36.2079,32.3482
1,Yes,Mafraq,36.2079,32.3482
1,Yes,Amman,36.2992,32.0000
1,Yes,Zarqa,36.0994,32.0984
6,Yes,Amman,35.9572,31.8608
2,Yes,Irbid,35.9393,32.6067
4,Yes,Mafraq,36.2010,32.3498
3,Yes,Irbid,35.9169,32.5254
6,Yes,Mafraq,36.2051,32.3323
9,Yes,Irbid,35.8246,32.5620
8,Yes,Irbid,35.6914,32.6492
6,Yes,Irbid,35.8537,32.5316
5,No,Irbid,35.8638,32.5548
5,Yes,Irbid,35.8339,32.5367
2,Yes,Irbid,35.8919,32.5076
6,No,Irbid,35.7071,32.6010
2,Yes,Mafraq,36.0881,32.3265
1,Yes,Irbid,35.8294,32.5871
3,No,Irbid,35.7966,32.4678
4,Yes,Irbid,35.8574,32.5627
2,No,Amman,35.9327,32.0029
1,Yes,Mafraq,36.2973,32.3095
1,Yes,Mafraq,36.2973,32.3095
7,Yes,Amman,35.9379,31.9437
1,Yes,Amman,35.9644,31.9547
5,No,Amman,35.8745,31.9971
1,Yes,Karak,35.6953,31.0536
2,Yes,Irbid,35.8508,32.5381
5,Yes,Karak,35.6951,31.0599
2,Yes,Zarqa,36.0922,32.0655
2,Yes,Maan,35.7298,30.1961
4,Yes,Maan,35.4610,30.2563
5,Yes,Maan,35.7298,30.1961
6,Yes,Mafraq,36.2012,32.3331
3,Yes,Mafraq,36.2026,32.3422
,No,Irbid,36.0141,32.5604
4,Yes,Irbid,35.8497,32.5366
9,No,Mafraq,36.2925,32.1872
3,No,Jarash,35.9419,32.3899
1,Yes,Amman,35.8841,32.0075
2,Yes,Mafraq,36.2130,32.3337
3,Yes,Mafraq,36.2977,32.3034
5,Yes,Mafraq,36.2016,32.3469
7,Yes,Mafraq,36.2102,32.3325
5,Yes,Karak,35.7008,31.1238
4,Yes,Karak,35.6941,31.0591
1,Yes,Zarqa,36.0178,32.0276
9,Yes,Mafraq,36.2732,32.3890
7,Yes,Amman,35.9925,31.9822
1,Yes,Jarash,35.8783,32.3580
1,Yes,Mafraq,36.2359,32.3202
5,Yes,Karak,35.6985,31.0615
7,Yes,Irbid,35.8498,32.5371
3,Yes,Mafraq,36.2030,32.3385
5,No,Madaba,35.8108,31.7256
3,Yes,Mafraq,36.2040,32.3383
1,Yes,Mafraq,36.2010,32.3498
5,Yes,Mafraq,36.2022,32.3518
4,Yes,Zarqa,36.0420,32.0264
1,Yes,Zarqa,36.0301,32.0443
1,Yes,Irbid,35.8601,32.5417
5,Yes,Irbid,35.8079,32.5503
8,Yes,Irbid,35.9658,32.6385
1,No,Irbid,35.8510,32.5749
6,Yes,Irbid,35.8829,32.5545
7,Yes,Ajlun,35.7589,32.3983
4,Yes,Aqaba,34.9987,29.5589
5,Yes,Amman,35.9467,31.9692
6,Yes,Zarqa,36.2518,32.0888
1,Yes,Amman,35.9467,31.9692
1,Yes,Mafraq,36.1921,32.3283
4,Yes,Amman,35.9408,31.9542
1,Yes,Irbid,35.8502,32.5359
1,Yes,Amman,35.9579,31.9561
1,Yes,Amman,35.9223,31.9740
1,Yes,Mafraq,36.2013,32.3482
1,Yes,Amman,35.9259,31.8737
6,No,Irbid,35.8378,32.5401
4,No,Zarqa,36.0490,32.0244
5,Yes,Amman,35.9123,31.8969
5,Yes,Mafraq,36.2161,32.3496
1,Yes,Mafraq,36.2066,32.3407
5,Yes,Mafraq,36.2002,32.4641
2,No,Irbid,35.7169,32.5943
5,No,Amman,35.8622,32.0168
,Yes,Amman,35.9699,31.9684
3,Yes,Amman,35.9262,31.9399
1,Yes,Zarqa,36.0917,32.0688
3,Yes,Mafraq,36.2057,32.3335
7,Yes,Amman,35.8478,31.9646
6,Yes,Mafraq,36.3094,32.4300
3,Yes,Mafraq,36.2046,32.3323
8,Yes,Zarqa,36.0932,32.0475
8,Yes,Zarqa,36.0665,32.0753
1,Yes,Irbid,36.0132,32.5596
1,Yes,Irbid,35.8942,32.5271
5,Yes,Zarqa,36.0778,32.0761
3,Yes,Amman,35.8750,32.0260
2,Yes,Zarqa,36.1110,32.1000
1,Yes,Zarqa,36.1110,32.1000
3,Yes,Zarqa,36.0992,32.0545
1,Yes,Zarqa,36.0994,32.0375
1,Yes,Zarqa,36.0994,32.0393
1,Yes,Zarqa,36.0993,32.0378
1,Yes,Zarqa,36.0994,32.0376
6,Yes,Irbid,35.8521,32.5446
3,Yes,Irbid,35.8505,32.5359
7,Yes,Irbid,35.9096,32.7187
5,Yes,Amman,35.9850,31.9638
1,Yes,Irbid,35.8515,32.5376
3,Yes,Irbid,35.9812,32.5513
1,No,Amman,35.8419,31.8955
1,No,Amman,35.8419,31.8955
3,Yes,Amman,35.9241,31.9702
5,Yes,Irbid,35.9898,32.6358
1,Yes,Amman,35.9576,31.9662
3,Yes,Irbid,35.8339,32.5486
3,Yes,Irbid,35.8638,32.5887
4,No,Amman,35.9490,31.9795
7,No,Amman,35.8411,32.0240
3,No,Amman,35.8369,32.0240
6,No,Irbid,35.8453,32.5437
4,Yes,Irbid,35.7085,32.4083
3,Yes,Irbid,35.8505,32.5358
1,Yes,Irbid,35.8505,32.5358
3,No,Irbid,35.8570,32.5507
2,Yes,Irbid,35.7547,32.5446
4,Yes,Irbid,35.8553,32.5557
1,Yes,Amman,35.9000,31.9861
3,No,Amman,35.9186,31.9348
1,Yes,Zarqa,36.0814,32.0547
4,No,Amman,35.8998,31.9087
5,Yes,Zarqa,36.8171,31.8221
6,Yes,Mafraq,36.2130,32.3421
1,No,Amman,35.8518,32.0245
2,No,Amman,35.8518,32.0245
4,No,Amman,35.8439,31.8993
1,Yes,Zarqa,36.0977,32.0365
1,No,Irbid,35.7125,32.6000
1,Yes,Zarqa,36.0976,32.0365
1,Yes,Zarqa,36.0979,32.0365
6,No,Zarqa,36.0609,32.0184
4,Yes,Amman,35.9411,31.9477
3,Yes,Amman,35.8372,31.9532
2,No,Amman,35.8370,31.9531
1,No,Amman,35.8369,31.9530
1,No,Amman,35.9941,31.9795
1,No,Amman,35.9941,31.9795
6,Yes,Madaba,35.8066,31.7215
6,Yes,Irbid,36.0106,32.5532
8,Yes,Amman,35.9571,31.9789
6,Yes,Amman,35.9309,31.9877
3,Yes,Irbid,35.8642,32.5353
5,No,Amman,35.8244,31.9531
1,No,Amman,35.9926,31.9786
7,Yes,Mafraq,36.2425,32.2943
1,Yes,Mafraq,36.1741,32.3324
2,Yes,Mafraq,36.3324,32.1741
6,Yes,Irbid,35.8486,32.5493
6,Yes,Irbid,35.8586,32.5817
6,Yes,Irbid,35.8421,32.5354
6,Yes,Amman,35.8990,31.9037
1,Yes,Irbid,35.8633,32.5718
4,Yes,Mafraq,36.3135,32.3546
5,No,Amman,35.8393,31.8959
5,Yes,Irbid,35.8909,32.6075
1,Yes,Irbid,35.8601,32.5346
6,No,Irbid,35.7965,32.4709
7,Yes,Irbid,35.8432,32.4800
1,Yes,Irbid,35.8601,32.5459
1,No,Irbid,35.8616,32.5354
5,Yes,Irbid,35.9996,32.5631
3,No,Amman,35.8302,32.0247
6,Yes,Irbid,35.8622,32.5889
4,Yes,Irbid,35.8516,32.5586
4,Yes,Irbid,35.8606,32.5600
5,,Karak,35.6927,31.0948
5,Yes,Jarash,35.8960,32.2776
1,Yes,Amman,35.9163,31.9428
9,Yes,Zarqa,36.0879,32.0665
1,Yes,Amman,35.9518,31.9485
2,Yes,Balqa,35.7240,32.0365
4,No,Irbid,35.8683,32.5406
4,Yes,Irbid,35.8497,32.5376
3,No,Zarqa,36.0207,31.9948
3,Yes,Zarqa,36.2595,32.1126
5,Yes,Amman,35.9329,32.0030
2,Yes,Amman,35.8596,32.0172
1,Yes,Amman,35.8595,32.0172
4,Yes,Amman,35.9327,31.9571
3,Yes,Amman,35.8462,31.9044
1,Yes,Maan,35.4589,30.2558
4,No,Maan,35.4636,30.2533
1,No,Maan,35.4571,30.2575
3,No,Irbid,35.7132,32.5944
6,No,Maan,35.4587,30.4227
3,Yes,Amman,35.9375,31.9148
5,Yes,Karak,35.6984,31.0776
2,Yes,Amman,35.8689,31.9968
1,Yes,Amman,35.9072,31.9338
1,No,Amman,35.9761,31.9775
1,No,Amman,35.9761,31.9775
1,Yes,Amman,35.9226,31.9733
5,No,Irbid,36.0044,32.5663
,Yes,Amman,35.9775,31.8553
5,Yes,Irbid,35.8295,32.5613
1,Yes,Zarqa,36.0222,32.0262
4,No,Karak,35.7278,31.1654
1,No,Irbid,36.0117,32.5580
2,Yes,Zarqa,36.0325,32.0282
2,Yes,Balqa,35.7694,31.9866
3,No,Amman,35.9004,31.9335
5,Yes,Irbid,35.8576,32.5492
3,No,Amman,35.9841,31.9837
5,No,Amman,35.8786,32.0576
5,Yes,Amman,35.8960,31.9115
3,Yes,Irbid,36.0115,32.5637
4,No,Amman,35.9892,31.9881
7,Yes,Zarqa,36.0343,32.1351
4,Yes,Amman,35.9321,31.9833
3,Yes,Balqa,35.8382,32.0516
1,No,Amman,35.8574,31.9657
5,Yes,Amman,35.8944,32.0639
4,Yes,Amman,35.9109,31.9327
1,Yes,Irbid,35.8384,32.5306
3,Yes,Zarqa,36.0510,32.0250
4,Yes,Irbid,35.8555,32.5552
2,Yes,Irbid,35.7462,32.5613
1,Yes,Mafraq,36.2050,32.3484
4,Yes,Amman,35.8738,32.0603
4,Yes,Mafraq,36.2094,32.3387
3,Yes,Irbid,35.8785,32.5889
3,No,Amman,35.9863,31.9490
4,Yes,Zarqa,36.0798,32.0539
2,Yes,Zarqa,36.1062,32.0403
1,Yes,Zarqa,36.0892,32.0427
4,Yes,Karak,35.7125,31.0369
1,Yes,Amman,35.9894,31.9874
2,Yes,Irbid,35.8496,32.5521
3,No,Amman,36.0003,31.9863
5,Yes,Amman,35.9944,31.9843
1,Yes,Mafraq,36.2140,32.3597
1,Yes,Zarqa,36.0978,32.0628
3,Yes,Amman,35.9837,31.9882
7,No,Irbid,35.8783,32.5562
1,No,Amman,35.9852,31.9638
3,No,Amman,35.9852,31.9638
1,Yes,Amman,35.8554,31.9643
1,Yes,Mafraq,36.2140,32.3597
1,No,Irbid,35.6859,32.4909
2,Yes,Mafraq,36.3209,32.1885
4,Yes,Amman,35.9321,31.9470
8,Yes,Mafraq,36.2046,32.3323
4,Yes,Mafraq,36.2961,32.3088
6,Yes,Irbid,36.0098,32.5613
3,No,Zarqa,36.0967,32.0658
6,Yes,Karak,35.7270,31.1693
2,Yes,Amman,35.9288,31.9599
1,,Mafraq,36.2075,32.3468
1,No,Amman,35.9288,31.9599
2,Yes,Irbid,35.8548,32.5532
1,Yes,Zarqa,36.0425,32.0324
1,Yes,Amman,35.9033,31.9382
6,Yes,Zarqa,36.0956,32.0369
4,Yes,Irbid,35.8603,32.5517
2,No,Amman,35.9804,31.8876
6,No,Amman,35.9804,31.8876
8,No,Irbid,35.8597,32.5437
2,No,Irbid,35.8725,32.5532
4,Yes,Amman,35.8676,32.0000
5,No,Irbid,36.0207,32.5707
4,No,Amman,35.8595,31.9826
4,Yes,Mafraq,36.0695,32.4662
3,Yes,Irbid,35.9710,32.6399
5,Yes,Zarqa,36.0937,32.0666
5,Yes,Irbid,35.7811,32.4356
1,No,Amman,35.9671,31.9387
6,Yes,Irbid,35.8934,32.5046
1,No,Amman,35.8760,32.0272
2,Yes,Zarqa,36.1113,32.0386
6,Yes,Irbid,35.9100,32.5348
1,Yes,Irbid,36.0005,32.5774
8,Yes,Irbid,35.7814,32.6392
4,Yes,Irbid,35.9031,32.6291
2,Yes,Amman,35.9899,31.9768
5,Yes,Irbid,35.8512,32.5363
1,Yes,Irbid,35.8820,32.5379
3,Yes,Amman,35.9969,31.8732
7,Yes,Irbid,35.8890,32.5480
6,Yes,Irbid,35.8490,32.5356
6,Yes,Irbid,35.9387,32.6007
1,No,Irbid,35.7075,32.4098
6,No,Amman,35.8555,32.0281
7,No,Amman,35.9459,31.9867
5,Yes,Irbid,35.7934,32.4703
2,No,Amman,35.9961,31.9799
2,Yes,Amman,35.9438,31.9892
1,Yes,Zarqa,36.0811,32.0744
1,Yes,Zarqa,36.0811,32.0744
2,Yes,Amman,35.9693,31.9618
5,No,Zarqa,36.0849,32.0613
5,Yes,Amman,36.0209,31.8797
2,Yes,Zarqa,36.0953,32.0820
1,Yes,Zarqa,36.0966,32.0847
5,Yes,Zarqa,36.0758,32.0195
2,Yes,Irbid,35.7034,32.5829
7,Yes,Amman,36.0404,31.7766
1,Yes,Maan,35.7325,30.2016
6,Yes,Zarqa,36.1316,32.1375
4,Yes,Karak,35.6939,31.0891
2,Yes,Karak,35.7370,31.2473
7,Yes,Karak,35.7165,31.0999
6,Yes,Amman,35.9855,31.9838
1,Yes,Maan,35.7273,30.2085
8,No,Maan,35.7351,30.2102
2,No,Irbid,35.8453,32.5379
4,Yes,Irbid,35.8466,32.5666
1,No,Maan,35.4791,30.3243
2,Yes,Karak,35.7007,31.1272
4,Yes,Zarqa,36.0851,32.0665
4,Yes,Maan,35.7365,30.1931
1,Yes,Karak,35.7286,31.1638
3,Yes,Karak,35.7393,31.1883
5,Yes,Karak,35.6964,31.0883
2,Yes,Karak,35.6962,31.0919
5,Yes,Irbid,35.9406,32.6435
4,Yes,Irbid,35.9379,32.6423
4,Yes,Irbid,36.0069,32.5637
1,Yes,Irbid,36.0192,32.5689
2,No,Madaba,35.8043,31.7277
5,Yes,Irbid,35.8491,32.5361
3,Yes,Irbid,36.0095,32.5605
8,Yes,Irbid,36.0296,32.5333
4,Yes,Amman,35.9818,31.5595
4,No,Amman,35.9124,31.8952
5,Yes,Irbid,35.8619,32.5466
3,Yes,Amman,35.9341,31.9223
1,No,Irbid,35.8573,32.5525
5,Yes,Irbid,36.0072,32.5454
3,Yes,Amman,35.9106,31.9491
1,Yes,Jarash,35.9070,32.2816
5,Yes,Irbid,35.9398,32.4454
3,Yes,Ajlun,35.7343,32.3037
1,No,Irbid,35.8451,32.5429
2,Yes,Irbid,35.8576,32.5521
5,No,Irbid,35.8390,32.5619
3,Yes,Zarqa,36.0020,32.0004
5,No,Irbid,36.0022,32.5301
2,Yes,Amman,35.8231,31.9488
6,Yes,Balqa,35.8358,32.0603
6,Yes,Amman,35.9564,31.9597
2,Yes,Irbid,35.8635,32.5487
1,Yes,Irbid,36.0134,32.5584
1,No,Mafraq,36.2996,32.3077
5,No,Zarqa,36.2615,32.1127
4,Yes,Zarqa,36.0855,32.0634
6,Yes,Zarqa,36.0854,32.0632
1,Yes,Mafraq,36.2069,32.3268
1,Yes,Karak,35.6991,31.0889
4,Yes,Amman,35.9577,31.9213
4,Yes,Irbid,35.6908,32.5720
3,Yes,Zarqa,36.0821,32.0747
3,No,Amman,35.9859,31.9861
1,No,Amman,35.9097,31.9314
1,Yes,Amman,35.9346,31.8448
4,Yes,Amman,35.9864,31.9785
4,No,Irbid,35.8509,32.5421
6,Yes,Karak,36.0452,31.2457
3,Yes,Amman,35.8407,32.0297
5,Yes,Amman,35.9204,31.9696
1,Yes,Mafraq,36.2053,32.4667
9,No,Irbid,35.8211,32.4828
5,No,Mafraq,36.0834,32.3712
2,No,Amman,35.9628,31.9663
4,Yes,Amman,35.9134,31.9099
4,Yes,Mafraq,36.3064,32.3263
5,Yes,Amman,35.9505,31.8404
5,Yes,Zarqa,36.1085,32.0909
4,Yes,Zarqa,36.1090,32.0891
1,Yes,Amman,35.8336,31.9511
1,Yes,Irbid,36.0005,32.5774
8,Yes,Zarqa,36.0774,32.0647
3,Yes,Irbid,35.8740,32.5388
1,Yes,Mafraq,36.2055,32.3525
1,Yes,Irbid,36.0079,32.5637
1,Yes,Irbid,36.0018,32.6433
4,Yes,Zarqa,36.1070,32.1110
7,Yes,Zarqa,35.9590,32.0973
3,Yes,Zarqa,36.0458,32.0685
5,Yes,Mafraq,36.0819,32.3781
5,Yes,Zarqa,36.0456,32.0660
8,Yes,Irbid,35.8892,32.5027
5,Yes,Irbid,35.8507,32.5374
2,Yes,Irbid,35.7057,32.5848
1,No,Irbid,35.8212,32.4829
1,Yes,Mafraq,36.2004,32.3506
1,Yes,Amman,35.9671,31.9528
2,Yes,Irbid,35.8109,32.5289
8,Yes,Mafraq,36.2225,32.2745
6,Yes,Irbid,35.7920,32.5521
4,Yes,Irbid,35.6710,32.6230
